"step","type","amount","nameOrig","oldbalanceOrg","newbalanceOrig","nameDest","oldbalanceDest","newbalanceDest"
130,"PAYMENT",49969.09,"C368156157",62237,12267.91,"M1383797696",0,0
131,"PAYMENT",7901.93,"C347953503",0,0,"M2131502337",0,0
131,"TRANSFER",308108.58,"C465060011",1198,0,"C1827142412",5982665.93,6290774.52
131,"CASH_OUT",75565.48,"C1611848573",767,0,"C456757193",52230.84,127796.32
131,"CASH_OUT",478320.5,"C1521624169",201528,0,"C1446783533",0,478320.5
131,"CASH_IN",25473.3,"C1060653754",5753367.81,5778841.11,"C542934513",8037455.68,8011982.38
131,"CASH_IN",47768.27,"C2029520899",1640261.39,1688029.66,"C391667874",2484771.79,2437003.52
131,"TRANSFER",1916256.73,"C1178582869",0,0,"C1446304183",2952041.74,4868298.47
131,"CASH_OUT",734151.85,"C1989789701",0,0,"C1687128303",3881730.07,4615881.92
131,"CASH_IN",2921.54,"C1716783235",1142,4063.54,"C2094453295",1645212.74,1642291.2
131,"CASH_OUT",374588.43,"C1987800661",184020,0,"C754567929",98772.67,459857.14
131,"PAYMENT",2685.57,"C833249450",37651,34965.43,"M1992287526",0,0
131,"CASH_IN",148901.48,"C1337794786",5463170.84,5612072.32,"C1737413597",1924691.01,1775789.53
131,"PAYMENT",761.77,"C1718853884",0,0,"M1537316267",0,0
131,"CASH_OUT",212996.22,"C1664966724",0,0,"C2031314780",3242111.02,3455107.23
131,"CASH_IN",56243.19,"C1701393473",14338571.77,14394814.96,"C43161571",119140.81,62897.62
131,"CASH_OUT",370686.85,"C826381225",634,0,"C117802053",0,370686.85
131,"CASH_IN",372189.88,"C1854055502",3654511.26,4026701.14,"C308018288",1914479.69,1542289.81
131,"CASH_OUT",155813.28,"C775667203",170235,14421.72,"C1251155005",0,155813.28
131,"CASH_OUT",281978.39,"C438014201",21340,0,"C290522291",5679432.57,5961410.96
131,"PAYMENT",4467.05,"C1113621019",100382.87,95915.82,"M499893296",0,0
131,"CASH_OUT",205364.55,"C465641971",0,0,"C1292966728",4276336.84,4481701.38
131,"CASH_OUT",200661.31,"C1029066155",155553,0,"C9994211",62687.97,263349.28
131,"CASH_IN",30270.91,"C618811905",2947911.98,2978182.89,"C1377561154",357222.7,326951.79
131,"PAYMENT",12610.06,"C1938233857",104448,91837.94,"M1957891436",0,0
131,"PAYMENT",24514.38,"C1008189402",0,0,"M1180362911",0,0
131,"PAYMENT",8034.48,"C1955482736",794636.42,786601.94,"M904794613",0,0
131,"PAYMENT",26137.6,"C1130779173",192,0,"M445496932",0,0
131,"CASH_OUT",485550.13,"C2035380489",50310,0,"C534008148",1846173.52,2331723.65
131,"PAYMENT",1875.33,"C1165038463",107111,105235.67,"M404991658",0,0
131,"PAYMENT",17124.54,"C856644159",0,0,"M2846886",0,0
131,"CASH_OUT",125040.78,"C1948214527",0,0,"C581277120",198244.42,323285.21
131,"CASH_OUT",197753.75,"C538801626",0,0,"C1994035663",5937400.65,6135154.4
131,"CASH_OUT",223118.35,"C1637302036",835451,612332.65,"C1798847876",1626295.35,1849413.69
131,"TRANSFER",1020553.17,"C394408031",0,0,"C797113688",1297008.32,2317561.49
131,"PAYMENT",3452.08,"C1813777762",144677,141224.92,"M1358031068",0,0
131,"CASH_OUT",285313.91,"C1589241239",12271,0,"C439059377",705596.58,990910.49
131,"CASH_OUT",60907.05,"C827289385",10020,0,"C1551125426",318304.63,379211.69
132,"CASH_OUT",256789.79,"C699186329",5,0,"C1821531206",2909293.77,3166083.57
132,"TRANSFER",148857.61,"C494126455",270,0,"C1924521173",170522.1,319379.71
132,"CASH_OUT",241068.94,"C1526130582",0,0,"C456565069",3121083.34,3362152.28
132,"PAYMENT",15178.11,"C1032320716",10872,0,"M289903205",0,0
132,"CASH_OUT",104708.96,"C1607316742",0,0,"C485071112",3463022.74,3567731.7
132,"PAYMENT",11679.66,"C2064829605",0,0,"M749408387",0,0
132,"PAYMENT",18861.82,"C128612774",102542,83680.18,"M1737140095",0,0
132,"CASH_IN",58730.12,"C720325596",8031,66761.12,"C272339484",1233859.18,1175129.06
132,"CASH_OUT",105384.35,"C390753956",266836.55,161452.2,"C138791861",2537596.75,2531384.63
132,"CASH_OUT",353626.21,"C1621398402",169,0,"C587534192",342110.77,1163361.17
132,"CASH_IN",211490.42,"C1172864804",729262.89,940753.3,"C207344199",1535942.64,1324452.22
132,"PAYMENT",8087.04,"C1788110487",50967,42879.96,"M1619028347",0,0
132,"PAYMENT",21938.51,"C941181669",416580,394641.49,"M1243865928",0,0
132,"CASH_IN",22865.79,"C1876123466",4467746.72,4490612.51,"C931308527",297348.65,274482.86
132,"PAYMENT",12038.31,"C380064896",1366,0,"M301635691",0,0
132,"CASH_OUT",55106.59,"C278573302",49762,0,"C1416697900",92606.42,147713.01
132,"PAYMENT",18005.06,"C769662697",2817.07,0,"M2002651293",0,0
132,"PAYMENT",26789.65,"C1462192393",15289,0,"M134204131",0,0
132,"PAYMENT",27164.08,"C154415511",126226.03,99061.94,"M461073318",0,0
132,"CASH_OUT",555186.35,"C966056612",0,0,"C1411294400",556870.93,1112057.28
132,"CASH_IN",498595.09,"C1982977094",171671,670266.09,"C1908391457",1622335.69,1123740.6
132,"CASH_IN",199290.6,"C1023675580",10599,209889.6,"C538085844",19586.16,0
132,"TRANSFER",856695.22,"C1945746072",133588.91,0,"C1354774829",6972560.03,7829255.25
132,"CASH_OUT",15373.65,"C813546421",62103,46729.35,"C250932053",0,15373.65
132,"CASH_OUT",328578.74,"C615229256",0,0,"C1487088083",5555320.53,5883899.28
132,"PAYMENT",6907.71,"C324925134",0,0,"M696459189",0,0
132,"PAYMENT",14616.31,"C554160546",531929.64,517313.32,"M336013189",0,0
132,"CASH_IN",151508.7,"C1464443027",6223253.46,6374762.16,"C877785117",395152.75,243644.05
132,"CASH_IN",135237.06,"C964276010",18039124.66,18174361.71,"C520147548",620284.89,485047.84
132,"CASH_IN",371592.95,"C1303474266",26137873.51,26509466.47,"C1560177503",6650520.62,6278927.67
132,"CASH_OUT",17825.13,"C1774923033",0,0,"C361339585",1313395.64,1331220.78
132,"CASH_IN",558350.41,"C727904367",50413,608763.41,"C1341050307",115372.35,0
132,"PAYMENT",10194.8,"C602439113",246526,236331.2,"M2010617260",0,0
132,"CASH_OUT",598675.35,"C961240155",0,0,"C2009959757",2247512.54,2846187.89
132,"CASH_OUT",28438.58,"C1974582489",20775,0,"C111374016",0,28438.58
132,"CASH_IN",192440.35,"C813389137",5513777.17,5706217.52,"C964574970",1240681.3,1048240.95
132,"CASH_OUT",279726.9,"C966326683",0,0,"C1764330736",347719.4,627446.3
132,"PAYMENT",15449.71,"C474695369",93402.94,77953.23,"M184572245",0,0
133,"PAYMENT",1679.27,"C616429047",0,0,"M644632356",0,0
133,"CASH_IN",167484.52,"C2078809826",271852.38,439336.89,"C1577910849",3990726.01,3943848.92
133,"PAYMENT",23580.54,"C624014945",2085,0,"M1935536",0,0
133,"CASH_IN",108555.4,"C1157750471",128941,237496.4,"C1505545472",337974.21,537831.58
133,"PAYMENT",43370.51,"C430053862",56885,13514.49,"M51823323",0,0
133,"CASH_OUT",390425.45,"C1492547685",0,0,"C656057411",640471.49,1030896.94
133,"CASH_OUT",84981.79,"C634175566",21233,0,"C847136771",7627.56,92609.35
133,"PAYMENT",9477.78,"C1375194707",23907.31,14429.53,"M1346531299",0,0
133,"CASH_OUT",254928.98,"C786696817",0,0,"C26652990",3146907.39,3401836.37
133,"CASH_OUT",186936.59,"C1056218944",0,0,"C2051373996",1011239.08,1198175.66
133,"PAYMENT",34587.99,"C1123490354",10634,0,"M243934615",0,0
133,"PAYMENT",17582.64,"C1070144906",61100,43517.36,"M1810453196",0,0
133,"PAYMENT",2261.35,"C222012759",86990,84728.65,"M606202770",0,0
133,"CASH_OUT",271570.6,"C1418005323",30041,0,"C492822701",182838.59,454409.18
133,"CASH_OUT",115537.45,"C1509898910",0,0,"C2048038952",373419.55,488957
133,"CASH_IN",336233.87,"C1918208381",2077,338310.87,"C1770249160",0,0
133,"CASH_OUT",259576.76,"C1627261530",175,0,"C565313024",2340643.22,2600219.98
133,"PAYMENT",24363.17,"C1349519578",302423.67,278060.5,"M1712338921",0,0
133,"CASH_OUT",16297.03,"C1631095487",25310,9012.97,"C3923670",42167.33,58464.36
133,"PAYMENT",11812.47,"C226301457",148308,136495.53,"M1208820305",0,0
133,"CASH_OUT",611816,"C538434364",59298,0,"C726616428",15534,2934657.28
133,"CASH_OUT",155917.07,"C1831861848",0,0,"C483474087",1834964.52,1990881.59
133,"PAYMENT",4627.58,"C1026338770",0,0,"M430427232",0,0
133,"CASH_OUT",523997.05,"C464868480",183629,0,"C1606106280",5946180.57,6224900.4
133,"PAYMENT",19770.71,"C1656277084",0,0,"M877642626",0,0
133,"CASH_OUT",165995.93,"C396110949",0,0,"C1531852312",4362650.17,4528646.09
133,"CASH_OUT",431685.95,"C1769209561",42611,0,"C1105308215",1058683.27,1490369.23
133,"PAYMENT",4830.43,"C763067394",59722,54891.57,"M888014432",0,0
133,"CASH_IN",336633.35,"C1785944750",1155330.17,1491963.51,"C2045776118",461842.15,125208.81
133,"CASH_OUT",180171.05,"C358340052",56503,0,"C763707545",257898.04,438069.1
134,"CASH_IN",343961.57,"C1525033154",55644,399605.57,"C1402386572",109025.14,0
134,"PAYMENT",187.95,"C2037933063",45391.94,45203.99,"M393247623",0,0
134,"PAYMENT",52.91,"C921308847",0,0,"M1401733112",0,0
134,"CASH_OUT",65326.72,"C374940596",19821,0,"C604838394",3203937.74,3269264.46
134,"CASH_OUT",117507.08,"C148743766",0,0,"C1902115969",14839597.7,14957104.79
134,"PAYMENT",30668.92,"C3539253",0,0,"M1491198407",0,0
134,"TRANSFER",614784.72,"C1627503361",49979,0,"C963540280",442516.26,1057300.97
134,"CASH_IN",220560.57,"C1695466443",4235355.81,4455916.38,"C1114463909",450739.34,230178.77
134,"CASH_IN",426.08,"C1201356443",11470378.97,11470805.05,"C1587571939",201293.36,200867.28
134,"CASH_IN",10208.18,"C148731635",15492645.79,15502853.97,"C893841587",248736.4,238528.23
134,"CASH_OUT",93549.82,"C1467860992",54962,0,"C1182624021",0,93549.82
134,"PAYMENT",14365.07,"C2072208611",29778.2,15413.13,"M1460837024",0,0
134,"CASH_IN",138717.71,"C579345440",26876129.5,27014847.22,"C591270662",2373512.91,2278300.17
134,"PAYMENT",19613.39,"C664876998",1402,0,"M719423967",0,0
134,"PAYMENT",41771.15,"C1688641153",328292.98,286521.83,"M454518572",0,0
134,"CASH_OUT",17350.8,"C429772727",105570.58,88219.78,"C1961175555",124097.28,141448.09
134,"CASH_OUT",48951.36,"C1908779330",16004,0,"C1253689600",26862.47,75813.83
134,"CASH_OUT",451015.58,"C1735773072",0,0,"C1672519469",1732821.59,2183837.17
134,"PAYMENT",13600.67,"C735033473",131615,118014.33,"M323422649",0,0
134,"CASH_IN",312452.82,"C1723352525",5757712.74,6070165.56,"C2081490371",1664694.19,1352241.37
134,"CASH_IN",59353.2,"C28509877",19150098.42,19209451.62,"C832119638",1492215.74,1432862.54
134,"CASH_IN",41638.22,"C2023877928",1300178.51,1341816.73,"C417094017",3005222.67,2963584.44
134,"CASH_IN",203433.02,"C1039581878",3648277.11,3851710.13,"C1360101896",7855367.69,7651934.67
134,"TRANSFER",643802.43,"C1775564371",41318,0,"C911452600",157963.27,801765.7
134,"PAYMENT",14131.29,"C1340210816",0,0,"M1796159454",0,0
134,"CASH_IN",54714.47,"C960270919",4455691.4,4510405.86,"C1088879424",1547362.77,1492648.3
134,"PAYMENT",5110.86,"C225812501",261300.66,256189.8,"M2117084109",0,0
134,"CASH_OUT",111951.16,"C975676796",147716,35764.84,"C2036368507",5011180.06,5123131.22
135,"CASH_OUT",94320.12,"C1681864555",25575,0,"C516962125",281410.97,375731.09
135,"CASH_OUT",140688.78,"C1704388384",0,0,"C1821208765",892229.26,1032918.04
135,"CASH_OUT",328864.2,"C2058974203",0,0,"C2111493452",979177.04,1308041.24
135,"CASH_OUT",543967.53,"C1251838873",345989,0,"C844899092",72878.5,616846.03
135,"CASH_OUT",400306.77,"C1104311666",10258,0,"C415728486",810078.95,1210385.72
135,"PAYMENT",19814.15,"C2036640299",392323.56,372509.41,"M1530006584",0,0
135,"PAYMENT",28201.3,"C2089142930",495577,467375.7,"M1384152411",0,0
135,"CASH_OUT",418972.98,"C218401964",10925,0,"C2130552359",29488.44,448461.42
135,"CASH_OUT",354893.72,"C1965309409",41291,0,"C1610372134",1523788.1,1878681.82
135,"CASH_IN",391043.71,"C48452422",49895,440938.71,"C42100449",49504.32,0
135,"CASH_IN",265194.68,"C2069398712",3011,268205.68,"C970967502",0,0
135,"TRANSFER",545135.07,"C285685315",0,0,"C1457113870",592335.05,1137470.12
135,"PAYMENT",35128.24,"C1333966209",0,0,"M1695145554",0,0
135,"TRANSFER",410624.13,"C2070875068",0,0,"C987883865",888692.51,1299316.64
135,"CASH_OUT",2784.13,"C1671576149",50535,47750.87,"C1381418858",253459.29,256243.43
135,"CASH_IN",12940.82,"C1044789045",1748077.45,1761018.27,"C1231400054",958703.19,945762.37
135,"CASH_OUT",183938.57,"C120402241",0,0,"C187064096",11174520.67,11358459.25
135,"CASH_IN",295601.85,"C3890952",122954,418555.85,"C673381066",1706507.1,1410905.25
135,"CASH_IN",295689.91,"C2022294029",101772,397461.91,"C192359196",0,0
135,"CASH_IN",463169.68,"C183631437",2874736.52,3337906.2,"C1532230090",1169291.38,706121.69
135,"PAYMENT",7719.75,"C1880881751",62843,55123.25,"M780654928",0,0
135,"CASH_IN",12190,"C451549983",2971538.56,2983728.56,"C240538273",1151827.29,1139637.29
135,"CASH_IN",215619.1,"C1523220406",18787943.44,19003562.54,"C1293949664",3070218.82,2854599.72
135,"CASH_IN",228610.59,"C1415582176",4692051.81,4920662.41,"C775622870",3060971.32,2832360.72
135,"CASH_OUT",196369.89,"C839709718",0,0,"C3591085",863946.42,1060316.31
136,"CASH_IN",62493.65,"C1862573447",5093947.51,5156441.16,"C2101830255",1950886.56,1888392.92
136,"PAYMENT",13195.45,"C637729762",162914.32,149718.87,"M1692471927",0,0
136,"CASH_OUT",355646.36,"C1670738883",29833,0,"C2086699094",492127.24,847773.6
136,"PAYMENT",3215.6,"C1974538988",10476,7260.4,"M1131978072",0,0
136,"PAYMENT",49383.09,"C1707348676",486470.26,437087.17,"M714566457",0,0
136,"TRANSFER",20415.08,"C1918787273",0,0,"C2061495958",227102.5,537914.86
136,"PAYMENT",220.59,"C295416841",0,0,"M141938525",0,0
136,"PAYMENT",30560.63,"C1543978242",47121,16560.37,"M1653834343",0,0
136,"PAYMENT",1433.11,"C2145583184",52349,50915.89,"M145814930",0,0
136,"CASH_IN",219132.83,"C1871055389",1950331.48,2169464.3,"C10550299",10383953.38,10623122.31
136,"CASH_OUT",393763.45,"C1623181118",39651,0,"C502389450",0,393763.45
136,"PAYMENT",6502.53,"C1217856992",22329,15826.47,"M1427700722",0,0
136,"TRANSFER",157651.58,"C1004150486",0,0,"C1514312963",811765.08,969416.67
136,"CASH_OUT",255990.93,"C1828892380",0,0,"C1643716301",2068705.5,2324696.42
136,"CASH_IN",180635.4,"C1021688917",7558958.89,7739594.29,"C287985544",833260.37,652624.97
136,"CASH_OUT",61289.1,"C1486908068",87864,26574.9,"C1548204245",19575,80864.1
136,"CASH_IN",81398.02,"C1772138637",8046762.23,8128160.24,"C1020555633",248320.16,166922.14
136,"CASH_IN",121235.37,"C522508083",49525,170760.37,"C403337289",168853.41,47618.04
136,"TRANSFER",315508.95,"C1314760928",0,0,"C1983104147",2005104.7,2320613.64
136,"PAYMENT",3310.46,"C1698652385",0,0,"M1668570226",0,0
136,"TRANSFER",938976.24,"C1819149479",0,0,"C451309940",3070786.78,4009763.02
136,"PAYMENT",6252.92,"C720767893",0,0,"M1180383402",0,0
136,"CASH_OUT",53854.38,"C2010653026",0,0,"C1918420545",1469010.39,1522864.76
136,"CASH_OUT",31758.43,"C1442724416",0,0,"C1912464825",581367.23,613125.66
136,"CASH_OUT",69653.1,"C1830730956",0,0,"C1948339479",2814615.52,2884268.63
136,"PAYMENT",42841.37,"C1615994930",190375.49,147534.12,"M241916875",0,0
137,"CASH_OUT",160048.27,"C2057583180",109940,0,"C86001004",0,160048.27
137,"PAYMENT",13357.9,"C2103679108",14603,1245.1,"M908272868",0,0
137,"CASH_OUT",183506.91,"C406424169",1106,0,"C1470125614",19627.37,203134.28
137,"CASH_OUT",22820.38,"C1093438731",63007,40186.62,"C1408847191",2205582.95,2228403.33
137,"CASH_OUT",95661.5,"C1370574197",183459,87797.5,"C928094130",25379320.93,25474982.43
137,"PAYMENT",5391.73,"C443988599",19811,14419.27,"M403984041",0,0
137,"PAYMENT",17817.29,"C1022429058",0,0,"M840895879",0,0
137,"CASH_IN",162282.77,"C1884281107",175970,338252.77,"C857354512",4894797.29,4732514.52
137,"CASH_OUT",65846.23,"C465809288",18422,0,"C1670835478",6925209.67,6991055.9
137,"PAYMENT",32112.69,"C1935161532",32305,192.31,"M193900189",0,0
137,"PAYMENT",10618.02,"C1944515282",0,0,"M1517865449",0,0
137,"CASH_OUT",204461.54,"C1790035089",112115,0,"C1168422649",1281359.99,1485821.53
137,"TRANSFER",536747.59,"C1551587160",91949,0,"C1339539341",694026.03,1230773.62
137,"TRANSFER",808914.28,"C1889469944",0,0,"C2083997219",1570399.5,2379313.78
137,"CASH_OUT",184601.49,"C1337162349",0,0,"C243773282",287534.79,472136.28
137,"CASH_OUT",370030.89,"C1263789650",197,0,"C1951851228",0,370030.89
137,"PAYMENT",34687.67,"C113955984",266858.7,232171.03,"M1388704302",0,0
137,"CASH_IN",205927.37,"C1255724756",4241023.95,4446951.31,"C394416734",753372,547444.63
137,"CASH_IN",218597.43,"C1905047962",144,218741.43,"C873787268",0,0
137,"CASH_OUT",168642.54,"C422997559",0,0,"C1600188539",697869.61,866512.15
137,"PAYMENT",4013.15,"C727645207",0,0,"M741480313",0,0
137,"CASH_IN",45429.47,"C286269067",26080523.91,26125953.38,"C1739490311",1036038.66,1271608.97
137,"CASH_IN",45211.74,"C1231117637",3694161.39,3739373.12,"C210493952",1534894.27,1489682.53
138,"CASH_IN",3666.79,"C501132723",8425753.34,8429420.13,"C1163194311",2012800.6,2009133.81
138,"CASH_OUT",162787.82,"C675358951",0,0,"C180252410",404088.51,566876.33
138,"CASH_OUT",289889.01,"C1124447554",36579,0,"C299840322",1333.11,291222.12
138,"PAYMENT",27313.58,"C1584426358",46021,18707.42,"M635868761",0,0
138,"PAYMENT",30210.25,"C608283565",0,0,"M1792145040",0,0
138,"CASH_OUT",124639.72,"C1127622745",19816,0,"C656001131",582058.63,706698.34
138,"PAYMENT",19708.06,"C131367615",24665,4956.94,"M1947994586",0,0
138,"CASH_IN",265606.93,"C488488146",105410,371016.93,"C216686509",3149246.07,2883639.14
138,"CASH_OUT",15719.16,"C1310970838",423524,407804.84,"C1373251853",0,15719.16
138,"CASH_IN",108182.42,"C54248158",36671,144853.42,"C305229606",501937.69,393755.27
138,"TRANSFER",420530.46,"C1756389751",0,0,"C369669301",5147956.16,5870076.43
138,"PAYMENT",12108.77,"C881085232",20112,8003.23,"M1622831666",0,0
138,"PAYMENT",11121.67,"C1232159620",716880.46,705758.79,"M1495538363",0,0
138,"PAYMENT",14476.77,"C158914397",0,0,"M9638228",0,0
138,"PAYMENT",2973.2,"C1063081768",12392,9418.8,"M1186695990",0,0
138,"CASH_OUT",219896.43,"C1999489390",21074,0,"C1216116247",1379456.87,1599353.3
138,"CASH_OUT",106705.39,"C542651755",51427,0,"C884828137",1768453.56,1875158.96
138,"CASH_OUT",333199.51,"C174297176",0,0,"C403455066",656118.03,989317.54
138,"CASH_OUT",262625.48,"C982837575",21400,0,"C687589148",375946.61,638572.09
138,"CASH_OUT",87552.91,"C591642372",0,0,"C1830708114",5508153.02,5595705.93
138,"CASH_OUT",164534.71,"C704414489",11395,0,"C184998340",0,164534.71
138,"PAYMENT",9625.16,"C2033854755",0,0,"M209952402",0,0
138,"CASH_IN",81588.54,"C1378239041",1240944.96,1322533.5,"C47976160",2073513.5,2465801.5
138,"CASH_IN",224905.23,"C1900809657",5223785.08,5448690.31,"C34963509",231534.93,6629.7
138,"CASH_OUT",4062.62,"C235689553",8498,4435.38,"C169098516",163518,167580.62
138,"PAYMENT",12494.99,"C77733790",10765,0,"M401101175",0,0
138,"CASH_IN",62723.16,"C548122310",0,62723.16,"C445596746",416136.7,353413.54
138,"PAYMENT",22308.89,"C1676886878",728094.58,705785.69,"M674821331",0,0
138,"PAYMENT",11129.52,"C973832221",0,0,"M775849804",0,0
138,"PAYMENT",2574.18,"C14486106",0,0,"M965982495",0,0
138,"PAYMENT",5944.6,"C2134424046",171502,165557.4,"M1854653493",0,0
138,"CASH_OUT",79387.37,"C1991394016",0,0,"C1377356584",2357823.57,2437210.94
138,"PAYMENT",19915.29,"C1320974034",40519,20603.71,"M2081640426",0,0
138,"CASH_IN",254278.57,"C1769906777",0,254278.57,"C433289387",648505.79,394227.22
138,"CASH_OUT",195504.55,"C48979662",144507,0,"C1459638556",824101.72,828088.76
138,"CASH_OUT",76243.78,"C2088293376",29717.91,0,"C1443989291",3158596.43,3234840.21
138,"CASH_IN",77281.36,"C1941566186",276238,353519.36,"C1624634502",41055.52,0
139,"CASH_OUT",106055.92,"C762105862",0,0,"C1397088232",547803.07,653858.99
139,"CASH_IN",39945.81,"C1092465423",2100259.23,2140205.04,"C856046844",179485.61,139539.8
139,"CASH_IN",250728.66,"C1377148954",9556034.94,9806763.61,"C1622194538",5135509.23,4965049.73
139,"CASH_IN",448789.32,"C279514342",2906212.41,3355001.73,"C1835647123",1642250.48,1193461.15
139,"CASH_IN",116199.34,"C179733571",503,116702.34,"C1510984580",426681.86,310482.52
139,"CASH_OUT",80062.28,"C208348653",0,0,"C1477353741",525851.19,605913.47
139,"CASH_OUT",153013.31,"C1468905886",118415,0,"C97616183",0,153013.31
139,"PAYMENT",4464.7,"C1799071229",0,0,"M1965996083",0,0
139,"CASH_OUT",73102.14,"C1413245557",35,0,"C1878974365",4559.19,77661.33
139,"CASH_IN",187424.2,"C380613346",47,187471.2,"C675097434",0,0
139,"CASH_IN",276542.76,"C1503133092",79654,356196.76,"C751935457",86513.37,0
139,"PAYMENT",49212.63,"C2069575990",71016,21803.37,"M423456125",0,0
139,"CASH_IN",54973.64,"C1621280590",5536575.21,5591548.85,"C584147127",182234.13,127260.49
139,"TRANSFER",509647.19,"C82466765",0,0,"C981116444",6466870.21,6976517.4
139,"PAYMENT",2382.72,"C1824345243",68546,66163.28,"M62056867",0,0
139,"CASH_OUT",151923.59,"C382235854",31164,0,"C79553436",0,151923.59
139,"CASH_OUT",76653.4,"C846540659",0,0,"C855685411",157584.84,83778.55
139,"CASH_OUT",41531.58,"C913032142",108227.35,66695.77,"C1707160455",151598.43,193130.01
139,"TRANSFER",199094.34,"C1971345739",0,0,"C311054829",1302753.88,1501848.22
139,"CASH_IN",41695,"C1551942687",17968,59663,"C1174953999",66153.81,24458.81
139,"CASH_IN",80423.54,"C955906468",1523094.69,1603518.23,"C881912441",1699476.27,1619052.72
139,"CASH_OUT",130574.35,"C253192452",0,0,"C1809597795",406157.56,536731.91
139,"CASH_IN",12117.53,"C1027232727",856134.6,868252.14,"C248437308",39367.57,27250.04
139,"CASH_IN",147043.67,"C1368541848",10517,157560.67,"C527864993",839396.73,692353.06
139,"CASH_OUT",456797.26,"C811533844",5511,0,"C608512605",0,456797.26
139,"PAYMENT",4680.05,"C226625569",213584.13,208904.09,"M607920647",0,0
139,"PAYMENT",7222.45,"C991730380",290,0,"M54180366",0,0
139,"CASH_IN",148583.13,"C1514844959",449486.94,598070.07,"C155576074",3378178.42,3229595.29
139,"CASH_OUT",265105.83,"C1882677224",53824,0,"C1339939501",11676,282066.9
139,"CASH_OUT",395647.74,"C456006617",61,0,"C2072591095",1442594.08,1838241.81
139,"PAYMENT",1916.49,"C478084605",185015.86,183099.36,"M1209016050",0,0
139,"CASH_OUT",117000.62,"C2112004714",0,0,"C1917732359",1209800.14,1326800.77
139,"PAYMENT",8973.68,"C15289238",146402,137428.32,"M1010100975",0,0
139,"PAYMENT",6400.77,"C1545921180",0,0,"M1776744038",0,0
139,"CASH_IN",99380.49,"C25939697",11141,110521.49,"C526780230",0,0
139,"CASH_OUT",72279.53,"C67889102",0,0,"C501285153",267571.47,339851
139,"CASH_OUT",117711.56,"C384670580",0,0,"C1668279539",1066541.16,1184252.72
139,"CASH_OUT",212781.16,"C1565634861",6032,0,"C1922817437",0,212781.16
139,"CASH_OUT",74277.14,"C1194383915",9548,0,"C1143062378",1800328.07,1788300.97
139,"CASH_OUT",171240.04,"C498164727",21380,0,"C1304289821",511471.29,682711.33
139,"PAYMENT",10257.84,"C1564291136",0,0,"M610891336",0,0
139,"CASH_OUT",189088.48,"C1656587497",606355,417266.52,"C2021579773",0,189088.48
139,"DEBIT",1830.19,"C1472684160",705539,703708.81,"C99379918",498088.5,501877.59
139,"CASH_OUT",130267.79,"C725754141",161739,31471.21,"C1320482982",316971.61,447239.4
139,"PAYMENT",17103.4,"C1817580093",132,0,"M437132207",0,0
139,"CASH_IN",4422.15,"C297411493",11451,15873.15,"C2075713153",117580,103692.53
139,"CASH_IN",97097.09,"C816253747",20006,117103.09,"C1346351265",14629.07,0
139,"CASH_IN",136987.25,"C2078780365",2037051.82,2174039.06,"C394238298",145999.04,9011.79
140,"CASH_OUT",160206.73,"C2078096672",308059,147852.27,"C904261712",0,160206.73
140,"PAYMENT",8421.98,"C1136310125",130721,122299.02,"M1946414064",0,0
140,"PAYMENT",9705.1,"C1981057435",12976.79,3271.69,"M1392539307",0,0
140,"PAYMENT",11397.75,"C951014855",1569,0,"M1096758531",0,0
140,"PAYMENT",4836.33,"C975481729",0,0,"M2117791639",0,0
140,"TRANSFER",464998.61,"C687706613",0,0,"C2093578050",641481.34,1106479.95
140,"CASH_IN",55538.63,"C1115660583",6284552.43,6340091.06,"C1361615734",2514019.3,2458480.68
140,"CASH_OUT",201466.35,"C284038548",0,0,"C1111951675",515062.13,716528.48
140,"CASH_OUT",46691.71,"C1011974599",88655.42,41963.71,"C1661355634",3666425.58,3713117.28
140,"PAYMENT",9575.57,"C155619728",120693,111117.43,"M1866181122",0,0
140,"PAYMENT",1620.31,"C1567303389",45514,43893.69,"M1973757396",0,0
140,"PAYMENT",13878.79,"C1661842583",0,0,"M457211676",0,0
140,"PAYMENT",2646.68,"C189181104",21777,19130.32,"M602422843",0,0
140,"CASH_IN",294190.47,"C1828627854",2314767.45,2608957.92,"C886631728",1855402.51,1561212.04
140,"TRANSFER",395720.49,"C1027461697",0,0,"C466539587",1795496.95,2191217.44
140,"PAYMENT",2078.75,"C382379269",12106.6,10027.86,"M450401994",0,0
140,"CASH_OUT",33406.95,"C1593436000",11010,0,"C853327891",573354.63,606761.58
140,"CASH_IN",195540.58,"C2074826629",37723.44,233264.02,"C2006666516",244743.32,49202.74
140,"CASH_OUT",137754.89,"C811377591",450647,312892.11,"C1966981543",0,137754.89
140,"PAYMENT",9613.55,"C954883800",114311.11,104697.56,"M1610659584",0,0
140,"CASH_OUT",260985.73,"C1545419252",0,0,"C901924573",1384872.34,1504853.87
140,"PAYMENT",15983.96,"C1577430914",883,0,"M140513028",0,0
140,"CASH_OUT",18144.98,"C724654739",0,0,"C1797469790",7683758.2,7701903.18
140,"CASH_OUT",91556.95,"C1157493223",0,0,"C1282693605",2314328.91,2405885.86
140,"CASH_OUT",204910.61,"C1021721085",0,0,"C156359493",216223.86,421134.47
140,"TRANSFER",1826138.12,"C1349236531",0,0,"C1943216912",3052576.46,4878714.58
